WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
23233,20111101,453,12,VV, ,0.75, , , ,52, ,11, ,M, ,M, ,52, ,11, ,M, ,0, ,0, , , ,M, , , , , ,30.03, ,AA, , , ,30, 
23233,20111101,553,12,VV, ,0.5, , , ,52, ,11, ,M, ,M, ,50, ,10, ,M, ,3, ,110, , , ,M, , , , , ,30.03, ,AA, , , ,30, 
23233,20111101,643,12,VV, ,0.25, , , ,52, ,11, ,M, ,M, ,50, ,10, ,M, ,7, ,110, , , ,M, , , , , ,M, ,SP, , , ,30.01, 
23233,20111101,653,12,VV, ,0.25, , , ,52, ,11, ,M, ,M, ,50, ,10, ,M, ,7, ,110, , , ,M, ,3, ,6, ,30.04, ,AA, , , ,30.01, 
23233,20111101,753,12,VV, ,0.25, , , ,52, ,11, ,M, ,M, ,52, ,11, ,M, ,6, ,110, , , ,M, , , , , ,30.06, ,AA, , , ,30.03, 
23233,20111101,853,12,VV, ,0.25, , , ,54, ,12, ,M, ,M, ,54, ,12, ,M, ,3, ,90, , , ,M, , , , , ,30.07, ,AA, , , ,30.05, 
23233,20111101,913,12,OVC, ,0.75, , , ,54, ,12, ,M, ,M, ,54, ,12, ,M, ,0, ,0, , , ,M, , , , , ,M, ,SP, , , ,30.05, 
23233,20111101,922,12,OVC002, ,1.5, ,BR, ,54, ,12, ,54, ,12.2, ,54, ,12, ,100, ,3, ,170, , , ,29.97, , , , , ,M, ,SP, , , ,30.05, 
23233,20111101,939,12,OVC002, ,3, ,BR, ,54, ,12, ,54, ,12.2, ,54, ,12, ,100, ,3, ,VR , , , ,29.97, , , , , ,M, ,SP, , , ,30.05, 
23233,20111101,953,12,BKN002, ,7, , , ,54, ,12.2, ,54, ,12.2, ,54, ,12.2, ,100, ,0, ,0, , , ,29.96, ,0, ,10, ,30.07, ,AA, , , ,30.04, 
23233,20111101,1000,12,SCT002, ,8, , , ,55, ,13, ,54, ,12.4, ,54, ,12, ,96, ,3, ,140, , , ,29.96, , , , , ,M, ,SP, , , ,30.04, 
23233,20111101,1053,12,CLR, ,9, , , ,63, ,17.2, ,57, ,14.1, ,53, ,11.7, ,70, ,0, ,0, , , ,29.94, , , , , ,30.05, ,AA, , , ,30.02, 
23233,20111101,1153,12,CLR, ,10, , , ,75, ,23.9, ,57, ,14, ,42, ,5.6, ,31, ,0, ,0, , , ,29.91, , , , , ,30.02, ,AA, , , ,29.99, 
23233,20111101,1253,12,CLR, ,10, , , ,79, ,26.1, ,57, ,14.1, ,38, ,3.3, ,23, ,7, ,350, , , ,29.89, ,8, ,25, ,29.99, ,AA, , , ,29.97, 
23233,20111101,1353,12,CLR, ,10, , , ,79, ,26.1, ,56, ,13.2, ,33, ,0.6, ,19, ,15, ,310, , , ,29.88, , , , , ,29.98, ,AA, , , ,29.96, 
23233,20111101,1453,12,CLR, ,10, , , ,75, ,23.9, ,56, ,13.4, ,39, ,3.9, ,27, ,13, ,280, , , ,29.89, , , , , ,29.99, ,AA, , , ,29.97, 
23233,20111101,1553,12,CLR, ,10, , , ,74, ,23.3, ,55, ,13, ,38, ,3.3, ,27, ,9, ,260, , , ,29.88, ,6, ,2, ,29.99, ,AA, , , ,29.96, 
23233,20111101,1653,12,CLR, ,10, , , ,69, ,20.6, ,55, ,12.5, ,41, ,5, ,36, ,9, ,260, , , ,29.89, , , , , ,30, ,AA, , , ,29.97, 
23233,20111101,1753,12,CLR, ,10, , , ,65, ,18.3, ,54, ,12, ,43, ,6.1, ,45, ,0, ,0, , , ,29.91, , , , , ,30.02, ,AA, , , ,29.99, 
23233,20111101,1853,12,CLR, ,10, , , ,62, ,16.7, ,53, ,11.7, ,45, ,7.2, ,54, ,3, ,300, , , ,29.92, ,3, ,13, ,30.03, ,AA, , , ,30, 
23233,20111101,1953,12,CLR, ,10, , , ,58, ,14.4, ,50, ,10, ,42, ,5.6, ,55, ,3, ,310, , , ,29.94, , , , , ,30.04, ,AA, , , ,30.02, 
23233,20111101,2053,12,CLR, ,10, , , ,57, ,13.9, ,48, ,9, ,39, ,3.9, ,51, ,0, ,0, , , ,29.95, , , , , ,30.05, ,AA, , , ,30.03, 
23233,20111101,2153,12,CLR, ,10, , , ,50, ,10, ,44, ,6.9, ,38, ,3.3, ,64, ,5, ,80, , , ,29.96, ,1, ,11, ,30.06, ,AA, , , ,30.04, 
23233,20111101,2253,12,CLR, ,10, , , ,51, ,10.6, ,45, ,6.9, ,37, ,2.8, ,59, ,6, ,130, , , ,29.96, , , , , ,30.07, ,AA, , , ,30.04, 
23233,20111101,2353,12,CLR, ,10, , , ,52, ,11.1, ,45, ,7.2, ,37, ,2.8, ,57, ,3, ,40, , , ,29.96, , , , , ,30.07, ,AA, , , ,30.04, 
23233,20111102,53,12,CLR, ,10, , , ,47, ,8.3, ,42, ,5.6, ,36, ,2.2, ,66, ,3, ,120, , , ,29.96, ,0, ,1, ,30.06, ,AA, , , ,30.04, 
23233,20111102,153,12,CLR, ,10, , , ,48, ,8.9, ,43, ,5.9, ,36, ,2.2, ,63, ,0, ,0, , , ,29.95, , , , , ,30.06, ,AA, , , ,30.03, 
23233,20111102,253,12,CLR, ,10, , , ,47, ,8.3, ,42, ,5.3, ,35, ,1.7, ,63, ,5, ,120, , , ,29.96, , , , , ,30.07, ,AA, , , ,30.04, 
23233,20111102,353,12,CLR, ,10, , , ,49, ,9.4, ,43, ,5.9, ,35, ,1.7, ,59, ,7, ,120, , , ,29.97, ,3, ,4, ,30.08, ,AA, , , ,30.05, 
23233,20111102,453,12,CLR, ,10, , , ,46, ,7.8, ,41, ,4.8, ,34, ,1.1, ,63, ,5, ,80, , , ,29.98, , , , , ,30.09, ,AA, , , ,30.06, 
23233,20111102,553,12,CLR, ,10, , , ,53, ,11.7, ,43, ,6.3, ,31, ,-0.6, ,43, ,15, ,90, , , ,29.98, , , , , ,30.09, ,AA, , , ,30.06, 
23233,20111102,653,12,CLR, ,10, , , ,52, ,11.1, ,44, ,6.4, ,33, ,0.6, ,49, ,15, ,90, , , ,29.99, ,3, ,7, ,30.1, ,AA, , , ,30.07, 
23233,20111102,753,12,CLR, ,10, , , ,55, ,12.8, ,45, ,7.4, ,34, ,1.1, ,45, ,17, ,110, , , ,30.01, , , , , ,30.11, ,AA, , , ,30.09, 
23233,20111102,853,12,CLR, ,10, , , ,61, ,16.1, ,49, ,9.2, ,35, ,1.7, ,38, ,16, ,110, , , ,30.01, , , , , ,30.11, ,AA, , , ,30.09, 
23233,20111102,953,12,CLR, ,10, , , ,68, ,20, ,53, ,11.4, ,37, ,2.8, ,32, ,11, ,120, , , ,30.02, ,1, ,9, ,30.12, ,AA, , , ,30.1, 
23233,20111102,1053,12,CLR, ,10, , , ,74, ,23.3, ,53, ,11.7, ,31, ,-0.6, ,21, ,14, ,130, , , ,30.01, , , , , ,30.11, ,AA, , , ,30.09, 
23233,20111102,1153,12,CLR, ,10, , , ,79, ,26.1, ,54, ,12.4, ,28, ,-2.2, ,15, ,11, ,130, , , ,29.99, , , , , ,30.09, ,AA, , , ,30.07, 
23233,20111102,1253,12,CLR, ,10, , , ,81, ,27.2, ,55, ,12.9, ,28, ,-2.2, ,14, ,8, ,160, , , ,29.96, ,8, ,20, ,30.06, ,AA, , , ,30.04, 
23233,20111102,1353,12,CLR, ,10, , , ,80, ,26.7, ,57, ,13.6, ,34, ,1.1, ,19, ,11, ,250, , , ,29.95, , , , , ,30.05, ,AA, , , ,30.03, 
23233,20111102,1453,12,CLR, ,10, , , ,77, ,25, ,55, ,12.9, ,34, ,1.1, ,21, ,11, ,260, , , ,29.94, , , , , ,30.05, ,AA, , , ,30.02, 
23233,20111102,1553,12,CLR, ,10, , , ,73, ,22.8, ,55, ,12.6, ,37, ,2.8, ,27, ,8, ,280, , , ,29.94, ,6, ,8, ,30.04, ,AA, , , ,30.02, 
23233,20111102,1653,12,CLR, ,10, , , ,69, ,20.6, ,54, ,12, ,39, ,3.9, ,34, ,9, ,300, , , ,29.93, , , , , ,30.04, ,AA, , , ,30.01, 
23233,20111102,1753,12,CLR, ,10, , , ,65, ,18.3, ,52, ,11.3, ,40, ,4.4, ,40, ,7, ,300, , , ,29.94, , , , , ,30.04, ,AA, , , ,30.02, 
23233,20111102,1853,12,CLR, ,10, , , ,64, ,17.8, ,51, ,10.6, ,38, ,3.3, ,38, ,0, ,0, , , ,29.94, ,3, ,2, ,30.05, ,AA, , , ,30.02, 
23233,20111102,1953,12,CLR, ,10, , , ,59, ,15, ,51, ,10.2, ,42, ,5.6, ,54, ,0, ,0, , , ,29.95, , , , , ,30.05, ,AA, , , ,30.03, 
23233,20111102,2053,12,CLR, ,10, , , ,57, ,13.9, ,50, ,9.7, ,42, ,5.6, ,57, ,3, ,290, , , ,29.97, , , , , ,30.07, ,AA, , , ,30.05, 
23233,20111102,2153,12,CLR, ,10, , , ,55, ,12.8, ,47, ,8.5, ,39, ,3.9, ,55, ,0, ,0, , , ,29.97, ,1, ,9, ,30.07, ,AA, , , ,30.05, 
23233,20111102,2253,12,CLR, ,10, , , ,50, ,10, ,45, ,7.1, ,39, ,3.9, ,66, ,5, ,120, , , ,29.96, , , , , ,30.06, ,AA, , , ,30.04, 
23233,20111102,2353,12,CLR, ,7, , , ,51, ,10.6, ,45, ,7.2, ,38, ,3.3, ,61, ,0, ,0, , , ,29.94, , , , , ,30.05, ,AA, , , ,30.02, 
23233,20111103,53,12,CLR, ,10, , , ,48, ,8.9, ,43, ,6.1, ,37, ,2.8, ,66, ,8, ,100, , , ,29.93, ,8, ,13, ,30.04, ,AA, , , ,30.01, 
23233,20111103,153,12,CLR, ,10, , , ,50, ,10, ,44, ,6.4, ,36, ,2.2, ,59, ,9, ,120, , , ,29.92, , , , , ,30.02, ,AA, , , ,30, 
23233,20111103,253,12,CLR, ,10, , , ,47, ,8.3, ,41, ,5.1, ,34, ,1.1, ,61, ,6, ,120, , , ,29.9, , , , , ,30.01, ,AA, , , ,29.98, 
23233,20111103,353,12,CLR, ,10, , , ,47, ,8.3, ,41, ,4.7, ,32, ,0, ,56, ,9, ,110, , , ,29.89, ,6, ,14, ,30, ,AA, , , ,29.97, 
23233,20111103,453,12,CLR, ,10, , , ,48, ,8.9, ,41, ,5, ,32, ,0, ,54, ,9, ,90, , , ,29.88, , , , , ,29.98, ,AA, , , ,29.96, 
23233,20111103,553,12,CLR, ,8, , , ,49, ,9.4, ,40, ,4.5, ,28, ,-2.2, ,44, ,10, ,100, , , ,29.88, , , , , ,29.98, ,AA, , , ,29.96, 
23233,20111103,653,12,CLR, ,10, , , ,44, ,6.7, ,38, ,3.4, ,30, ,-1.1, ,58, ,7, ,160, , , ,29.89, ,5, ,1, ,29.99, ,AA, , , ,29.97, 
23233,20111103,753,12,CLR, ,10, , , ,48, ,8.9, ,41, ,4.8, ,31, ,-0.6, ,52, ,9, ,120, , , ,29.88, , , , , ,29.98, ,AA, , , ,29.96, 
23233,20111103,853,12,CLR, ,10, , , ,56, ,13.3, ,45, ,6.9, ,30, ,-1.1, ,37, ,14, ,120, , , ,29.85, , , , , ,29.96, ,AA, , , ,29.93, 
23233,20111103,953,12,CLR, ,10, , , ,63, ,17.2, ,48, ,8.8, ,30, ,-1.1, ,29, ,13, ,120, , , ,29.83, ,8, ,20, ,29.93, ,AA, , , ,29.91, 
23233,20111103,1053,12,CLR, ,9, , , ,62, ,16.7, ,55, ,13, ,50, ,10,s,65, ,15, ,280, , , ,29.85, , , , , ,29.95, ,AA, , , ,29.93, 
23233,20111103,1153,12,FEW018, ,9, , , ,62, ,16.7, ,55, ,13, ,50, ,10, ,65, ,17, ,280, ,24, ,29.82, , , , , ,29.92, ,AA, , , ,29.9, 
23233,20111103,1225,12,BKN020, ,10, , , ,63, ,17, ,56, ,13.2, ,50, ,10, ,63, ,13, ,290, ,23, ,29.81, , , , , ,M, ,SP, , , ,29.89, 
23233,20111103,1253,12,BKN022, ,10, , , ,62, ,16.7, ,55, ,12.7, ,49, ,9.4, ,63, ,14, ,280, ,18, ,29.8, ,8, ,10, ,29.91, ,AA, , , ,29.88, 
23233,20111103,1305,12,SCT022, ,10, , , ,61, ,16, ,54, ,12.2, ,48, ,9, ,63, ,15, ,290, ,21, ,29.79, , , , , ,M, ,SP, , , ,29.87, 
23233,20111103,1353,12,CLR, ,10, , , ,60, ,15.6, ,53, ,11.7, ,47, ,8.3, ,62, ,20, ,270, , , ,29.78, , , , , ,29.88, ,AA, , , ,29.86, 
23233,20111103,1449,12,BKN016 BKN025, ,10, , , ,57, ,14, ,52, ,11.2, ,48, ,9, ,72, ,13, ,280, , , ,29.78, , , , , ,M, ,SP, , , ,29.86, 
23233,20111103,1451,12,BKN014 BKN025, ,10, , , ,57, ,14, ,52, ,11.2, ,48, ,9, ,72, ,14, ,290, , , ,29.78, , , , , ,M, ,SP, , , ,29.86, 
23233,20111103,1453,12,BKN014 BKN025, ,10, , , ,57, ,13.9, ,52, ,11.2, ,48, ,8.9, ,72, ,14, ,290, , , ,29.78, , , , , ,29.88, ,AA, , , ,29.86, 
23233,20111103,1543,12,SCT016 BKN021 OVC100, ,10, , , ,55, ,13, ,50, ,10.2, ,46, ,8, ,72, ,21, ,260, ,28, ,29.77, , , , , ,M, ,SP, , , ,29.85, 
23233,20111103,1551,12,FEW016 BKN070 OVC095, ,10, , , ,55, ,13, ,50, ,10.2, ,46, ,8, ,72, ,20, ,250, ,28, ,29.77, , , , , ,M, ,SP, , , ,29.85, 
23233,20111103,1553,12,FEW016 SCT023 BKN070, ,10, , , ,55, ,12.8, ,51, ,10.4, ,47, ,8.3, ,75, ,22, ,260, , , ,29.77, ,8, ,1, ,29.88, ,AA, , , ,29.85, 
23233,20111103,1653,12,FEW012 BKN060 OVC070, ,10, , , ,54, ,12.2, ,50, ,9.9, ,46, ,7.8, ,75, ,14, ,250, , , ,29.77, , , , , ,29.88, ,AA, , , ,29.85, 
23233,20111103,1753,12,BKN010 BKN015 OVC060, ,10, ,#NAME?, ,52, ,11.1, ,49, ,9.7, ,47, ,8.3, ,83, ,8, ,250, , , ,29.79, , , , , ,29.9, ,AA, ,  T, ,29.87, 
23233,20111103,1808,12,BKN008 BKN033 OVC042, ,9, ,#NAME?, ,52, ,11, ,50, ,9.9, ,48, ,9, ,86, ,6, ,240, , , ,29.79, , , , , ,M, ,SP, , , ,29.87, 
23233,20111103,1826,12,FEW008 BKN042 OVC050, ,9, ,#NAME?, ,52, ,11, ,50, ,9.9, ,48, ,9, ,86, ,6, ,270, , , ,29.8, , , , , ,M, ,SP, , , ,29.88, 
23233,20111103,1853,12,FEW020 BKN050 OVC065, ,10, ,#NAME?, ,52, ,11.1, ,50, ,9.9, ,48, ,8.9, ,86, ,6, ,250, , , ,29.8, ,3, ,9, ,29.91, ,AA, ,0.01, ,29.88, 
23233,20111103,1953,12,SCT095, ,10, , , ,52, ,11.1, ,49, ,9.4, ,46, ,7.8, ,80, ,5, ,230, , , ,29.8, , , , , ,29.91, ,AA, ,  T, ,29.88, 
23233,20111103,2053,12,FEW027 BKN100, ,10, , , ,50, ,10, ,48, ,8.6, ,45, ,7.2, ,83, ,5, ,210, , , ,29.8, , , , , ,29.91, ,AA, , , ,29.88, 
23233,20111103,2153,12,CLR, ,10, , , ,48, ,8.9, ,46, ,7.5, ,43, ,6.1, ,83, ,3, ,40, , , ,29.79, ,8, ,4, ,29.89, ,AA, , , ,29.87, 
23233,20111103,2253,12,FEW026 SCT044 BKN100, ,10, , , ,48, ,8.9, ,46, ,7.8, ,44, ,6.7, ,86, ,3, ,150, , , ,29.79, , , , , ,29.89, ,AA, ,  T, ,29.87, 
23233,20111103,2319,12,BKN027 BKN035 OVC043, ,10, , , ,48, ,9, ,47, ,8, ,45, ,7, ,89, ,5, ,120, , , ,29.78, , , , , ,M, ,SP, , , ,29.86, 
23233,20111103,2331,12,FEW024 BKN032, ,10, , , ,48, ,9, ,46, ,7.5, ,43, ,6, ,83, ,5, ,100, , , ,29.78, , , , , ,M, ,SP, , , ,29.86, 
23233,20111103,2353,12,CLR, ,10, , , ,47, ,8.3, ,45, ,7.2, ,43, ,6.1, ,86, ,5, ,100, , , ,29.77, , , , , ,29.88, ,AA, , , ,29.85, 
23233,20111104,51,12,BKN027 BKN040 OVC065, ,2.5, ,#NAME?, ,48, ,9, ,47, ,8.3, ,46, ,8, ,93, ,5, ,90, , , ,29.77, , , , , ,M, ,SP, , , ,29.85, 
23233,20111104,53,12,SCT026 OVC035, ,2.5, ,#NAME?, ,49, ,9.4, ,48, ,8.6, ,46, ,7.8, ,89, ,5, ,80, , , ,29.77, ,7, ,5, ,29.88, ,AA, ,0.14,s,29.85, 
23233,20111104,104,12,BKN030 OVC038, ,8, ,#NAME?, ,50, ,10, ,48, ,8.8, ,46, ,8, ,86, ,3, ,VR , , , ,29.77, , , , , ,M, ,SP, , , ,29.85, 
23233,20111104,153,12,FEW028, ,10, , , ,47, ,8.3, ,45, ,7.2, ,43, ,6.1, ,86, ,7, ,140, , , ,29.77, , , , , ,29.87, ,AA, ,  T, ,29.85, 
23233,20111104,253,12,FEW075 SCT120, ,10, , , ,47, ,8.3, ,45, ,7.2, ,43, ,6.1, ,86, ,8, ,100, , , ,29.74, , , , , ,29.85, ,AA, , , ,29.82, 
23233,20111104,318,12,BKN025 BKN055 OVC070, ,10, ,#NAME?, ,46, ,8, ,45, ,6.9, ,43, ,6, ,89, ,6, ,130, , , ,29.75, , , , , ,M, ,SP, , , ,29.83, 
23233,20111104,337,12,FEW020 OVC027, ,1.75, ,#NAME?, ,46, ,8, ,45, ,6.9, ,43, ,6, ,89, ,5, ,190, , , ,29.76, , , , , ,M, ,SP, , , ,29.84, 
23233,20111104,350,12,FEW026 OVC031, ,3, ,RA BR, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,5, ,360, , , ,29.76, , , , , ,M, ,SP, , , ,29.84, 
23233,20111104,353,12,FEW026 OVC033, ,3, ,#NAME?, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, ,93, ,0, ,0, , , ,29.76, ,5, ,4, ,29.86, ,AA, ,0.22, ,29.84, 
23233,20111104,412,12,FEW005 OVC033, ,10, ,#NAME?, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,6, ,50, , , ,29.75, , , , , ,M, ,SP, , , ,29.83, 
23233,20111104,433,12,BKN029 BKN039, ,10, ,#NAME?, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,5, ,100, , , ,29.75, , , , , ,M, ,SP, , , ,29.83, 
23233,20111104,449,12,SCT029 BKN047 OVC080, ,10, , , ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,3, ,100, , , ,29.75, , , , , ,M, ,SP, , , ,29.83, 
23233,20111104,453,12,FEW029 BKN055 OVC080, ,10, , , ,47, ,8.3, ,46, ,7.7, ,45, ,7.2, ,93, ,0, ,0, , , ,29.75, , , , , ,29.86, ,AA, ,  T, ,29.83, 
23233,20111104,553,12,FEW055, ,10, , , ,47, ,8.3, ,46, ,7.5, ,44, ,6.7, ,89, ,5, ,110, , , ,29.75, , , , , ,29.85, ,AA, , , ,29.83, 
23233,20111104,653,12,BKN045, ,10, , , ,46, ,7.8, ,45, ,6.9, ,43, ,6.1, ,89, ,3, ,100, , , ,29.76, ,3, ,4, ,29.87, ,AA, , , ,29.84, 
23233,20111104,753,12,BKN049 OVC060, ,10, , , ,47, ,8.3, ,46, ,7.7, ,45, ,7.2, ,93, ,3, ,120, , , ,29.79, , , , , ,29.89, ,AA, , , ,29.87, 
23233,20111104,853,12,FEW047 BKN060, ,10, , , ,50, ,10, ,48, ,8.8, ,46, ,7.8, ,86, ,3, ,50, , , ,29.8, , , , , ,29.91, ,AA, , , ,29.88, 
23233,20111104,953,12,BKN045, ,10, , , ,52, ,11.1, ,49, ,9.1, ,45, ,7.2, ,77, ,3, ,240, , , ,29.81, ,1, ,16, ,29.91, ,AA, , , ,29.89, 
23233,20111104,1053,12,CLR, ,10, , , ,55, ,12.8, ,49, ,9.2, ,42, ,5.6, ,62, ,5, ,VR , , , ,29.81, , , , , ,29.92, ,AA, , , ,29.89, 
23233,20111104,1117,12,CLR, ,10, , , ,55, ,13, ,48, ,8.9, ,41, ,5, ,59, ,3, ,VR , , , ,29.81, , , , , ,M, ,SP, , , ,29.89, 
23233,20111104,1142,12,FEW028 SCT048 SCT055, ,10, , , ,55, ,13, ,49, ,9.4, ,43, ,6, ,64, ,9, ,270, , , ,29.8, , , , , ,M, ,SP, , , ,29.88, 
23233,20111104,1153,12,FEW028 SCT036 BKN060, ,10, , , ,57, ,13.9, ,50, ,9.9, ,43, ,6.1, ,60, ,8, ,270, , , ,29.8, , , , , ,29.91, ,AA, ,0.01, ,29.88, 
23233,20111104,1253,12,FEW042 SCT065, ,10, , , ,57, ,13.9, ,50, ,9.7, ,42, ,5.6, ,57, ,10, ,260, , , ,29.79, ,8, ,7, ,29.89, ,AA, , , ,29.87, 
23233,20111104,1353,12,BKN032, ,10, , , ,57, ,13.9, ,49, ,9.2, ,40, ,4.4, ,53, ,11, ,250, , , ,29.79, , , , , ,29.89, ,AA, , , ,29.87, 
23233,20111104,1453,12,CLR, ,10, , , ,57, ,13.9, ,50, ,9.7, ,42, ,5.6, ,57, ,13, ,270, ,20, ,29.78, , , , , ,29.89, ,AA, , , ,29.86, 
23233,20111104,1553,12,CLR, ,10, , , ,56, ,13.3, ,49, ,9.2, ,41, ,5, ,57, ,13, ,250, , , ,29.79, ,3, ,1, ,29.9, ,AA, , , ,29.87, 
23233,20111104,1653,12,CLR, ,10, , , ,55, ,12.8, ,49, ,9.7, ,44, ,6.7, ,67, ,8, ,250, , , ,29.8, , , , , ,29.91, ,AA, , , ,29.88, 
23233,20111104,1753,12,CLR, ,10, , , ,53, ,11.7, ,49, ,9.1, ,44, ,6.7, ,72, ,10, ,270, , , ,29.82, , , , , ,29.92, ,AA, , , ,29.9, 
23233,20111104,1853,12,CLR, ,10, , , ,52, ,11.1, ,48, ,8.9, ,44, ,6.7, ,74, ,6, ,280, , , ,29.84, ,3, ,16, ,29.95, ,AA, , , ,29.92, 
23233,20111104,1953,12,CLR, ,10, , , ,51, ,10.6, ,48, ,8.6, ,44, ,6.7, ,77, ,7, ,240, , , ,29.86, , , , , ,29.96, ,AA, , , ,29.94, 
23233,20111104,2053,12,CLR, ,10, , , ,50, ,10, ,47, ,8.1, ,43, ,6.1, ,77, ,6, ,230, , , ,29.87, , , , , ,29.98, ,AA, , , ,29.95, 
23233,20111104,2153,12,CLR, ,10, , , ,50, ,10, ,46, ,7.8, ,42, ,5.6, ,74, ,3, ,250, , , ,29.88, ,1, ,13, ,29.98, ,AA, , , ,29.96, 
23233,20111104,2253,12,CLR, ,10, , , ,49, ,9.4, ,46, ,7.8, ,43, ,6.1, ,80, ,5, ,210, , , ,29.88, , , , , ,29.98, ,AA, , , ,29.96, 
23233,20111104,2353,12,CLR, ,10, , , ,49, ,9.4, ,46, ,7.8, ,43, ,6.1, ,80, ,6, ,220, , , ,29.88, , , , , ,29.98, ,AA, , , ,29.96, 
23233,20111105,29,12,BKN021, ,10, , , ,48, ,9, ,46, ,7.5, ,43, ,6, ,83, ,7, ,220, , , ,29.88, , , , , ,M, ,SP, , , ,29.96, 
23233,20111105,53,12,BKN021, ,10, , , ,50, ,10, ,47, ,8.1, ,43, ,6.1, ,77, ,0, ,0, , , ,29.89, ,3, ,2, ,29.99, ,AA, , , ,29.97, 
23233,20111105,153,12,OVC027, ,10, , , ,48, ,8.9, ,45, ,7.3, ,42, ,5.6, ,80, ,0, ,0, , , ,29.89, , , , , ,30, ,AA, , , ,29.97, 
23233,20111105,253,12,SCT021 OVC028, ,10, , , ,51, ,10.6, ,48, ,8.6, ,44, ,6.7, ,77, ,6, ,220, , , ,29.9, , , , , ,30, ,AA, , , ,29.98, 
23233,20111105,353,12,BKN024, ,10, , , ,50, ,10, ,47, ,8.1, ,43, ,6.1, ,77, ,6, ,240, , , ,29.9, ,1, ,6, ,30.01, ,AA, , , ,29.98, 
23233,20111105,406,12,SCT024, ,10, , , ,50, ,10, ,47, ,8.1, ,43, ,6, ,77, ,5, ,240, , , ,29.91, , , , , ,M, ,SP, , , ,29.99, 
